work,author,year,camp,camp_label,source_chunk,word_count,animal_keywords,text,scan_complete,scan_tag,scan_reasoning
Physico-Theology,William Derham,1713,A,divine_teleology,311,42,"[""animals""]","Of Animals Cloathhig. nether ncceffiiry Appendage of Life, and in which wc have plain Tokens of the Creator's Art, manilelled in these two Pavticiilavs j the SniLihlencJs of uinimah Cloathhig to their Place and Occaftons j and the Garniture and Beauty thereof.",TRUE,divine_teleology,Confident: animal clothing is described as “plain Tokens of the Creator’s Art.”
Physico-Theology,William Derham,1713,A,divine_teleology,312,42,"[""animals""]","Of Animals Cloathhig. nether ncceffiiry Appendage of Life, and in which wc have plain Tokens of the Creator's Art, manilelled in these two Pavticiilavs j the SniLihlencJs of uinimah Cloathhig to their Place and Occaftons j and the Garniture and Beauty thereof.",TRUE,divine_teleology,"Confident: identical to 4831, explicitly attributing animal clothing to the Creator’s art."
Physico-Theology,William Derham,1713,A,divine_teleology,312,191,"[""animals"", ""bear"", ""creatures"", ""feather"", ""scale"", ""shell""]","The Cloathing of Animals is fiiitcd to tlicir Place of Abode, and Occalions there j a inanifcll Ad of Dciign and Skill. For if there was a Pofllbility, that Animals could have been accoutred any other Way, than by God that made them, it mull needs have come to pass, that their Cloathmg would have been at all Adventures, or all made the same Mode and Way, or Tome of it, at lealf, inconvenient and unfuitablc. But on the contrary , we find all is curious and complcar, nothing too jDUch, nothing too little, nothing bungling, no- , thing but what will bear the Scrutiny of the most txquifite Artillj yea, and so far out-do his belt Skill, rhat his moil exquifitc Imitations, even of the meanell Hair, Feather, Scale, oi* Shell, will be ;iound only as so many ugly, ill-made Blunders and Botches, when llriftly brought to the Tell of good Glalics. But we shall find an Example remarkable enough in the prcfent Cafe, if we only compare the bell of Cloathing which Man makes for hinifclf, with that given by the Creator for the Covering of the irrational Creatures.",TRUE,divine_teleology,Confident: it says the clothing of animals is a “manifest Act of Design” by God and suited to their place and occasions.
Physico-Theology,William Derham,1713,A,divine_teleology,312,60,"[""animals""]","But let us come to Particulars, and conliderthc Suitablenefs of the difi'crent Method the Creator hath taken in the Cloathing of Man, and of the irrational Animals. This Pliny {b) pathetically laments,

{h) Cu]us [Hominis] causa ii/htur cttnfia alia genuijft Natura, ma^n.i v Jivd vierccdt luntra tAtita ft* wnftfra : t$t

P 4 . »""»

21 6 Of Animals Cloathing.",TRUE,junk,"Confident: this is just a transition introducing a comparison between human and animal clothing, with no substantive explanation yet."
Physico-Theology,William Derham,1713,A,divine_teleology,313,178,"[""animals"", ""creatures"", ""scales"", ""shells""]","For, says he, Of all Creatures^ he alone is covered with other'' s Riches^ whereas Nature hath given various Cloathing to other Animals, Shells^ Hides, Prickles, Shag, Brtjlles, Hair, Down, §uills. Scales, Fleeces ; and Trees Jhe hath fenced with a Bark or two againji the Injuries of Cold and Heat. Only poor naked Man, says he, is in the Day of his Birth caji into the wide fV^orld, to immediate crying and /(fualling i and none of all Creatures befides, so foon to Tears in the very beginning of their Life. But here we have a manifell Demonftration of the Care and wisdom of God towards his Creatures j that such should come into the World with their Bodies ready furnifhed and accommodated , who had neither reason nor Forecaft to contrive, nor Parts adapted to the Artifices and Workman- Ihip of Cloathing j but for Man, he being endowed with the tranfcending Faculty of reason, and thereby made able to help himself, by having

7ion fit fans Jifiimare, Parens melior homini, an trifiior Never ca fuer'tt.",TRUE,divine_teleology,Confident: the passage explicitly treats animal coverings as evidence of God’s care and wisdom toward his creatures.
Physico-Theology,William Derham,1713,A,divine_teleology,314,84,"[""animals""]","Of Animals Cloathing. 117

Thoughts to contrive*, and withnl Hands to efFefr, and fufficienc Materials (<r) afforded him from ihc Skins and Fleeces of Animals, and from various Trees and Plants ; Man, I say, having all this Provifion made for him, therefore the Creator

hath

(c) Mirantur pluritni quomoiio tute, cr /jnt vivant homines in horrcndis frigorilus plagt Septentrionalis ; hancque levetn qut"" ftionem ultra 30 annos audieram in Italia, prsfei tim ab A^thicpihus, CT"" Indis, qmhus onerofus videtur vijiitns fub Zona tcrrida.",TRUE,divine_teleology,"Confident: it says the Creator provided humans with materials from animals and plants, continuing the divine-purpose argument about clothing."
Physico-Theology,William Derham,1713,A,divine_teleology,315,129,"[""animals""]","And for the Warmth they afford, the Volcano's of ihofe Parts are an Evidence; as are alfo their terrible Thunder and Lightning, which are obferv'd to be tlic most fevere and mifchievous in their metalline Mountains, in which large Herds of Cattle are fometimcs delhoy'd; the Rocks fp rent and fliatter""d, that new Veins of Silver are thereby discover'd ; and a troublefome Kind ot Quinfie is produc'd in their Throats, by the ftench, and poiibnous Nature of the fulphureous Vapours, which they diffolve, by drinking warm Beer and Butter together, as Qlatfs tells us in the same Book, Cha^. ii. To all which Defenf.uives, I fliali, in the last Place, add,

the warm Vapours of their Lakes, (^fomc of which arc prodi-

■"" gioufly

ai8 Of Animals Cloathtng.",TRUE,junk,"Confident: this digresses into volcanoes, thunder, and lakes, with no account of what animals are or how animal covering is defined."
Physico-Theology,William Derham,1713,A,divine_teleology,315,62,"[""animals""]","And a notable A6t this is of the wisdom of God, not only as the more fetting forth his Care and Kindnefs to them that most needed his Help, the helplefs irrational Animals, and in his not overdoing his Work 5 but alfo as it is moil agreeable to the Nature and State of Man (^), both on natural and political Accounts.",TRUE,divine_teleology,Confident: it explicitly calls the point a “notable Act” of the wisdom of God for the helpless irrational animals.
Physico-Theology,William Derham,1713,A,divine_teleology,316,62,"[""animals""]","And a notable A6t this is of the wisdom of God, not only as the more fetting forth his Care and Kindnefs to them that most needed his Help, the helplefs irrational Animals, and in his not overdoing his Work 5 but alfo as it is moil agreeable to the Nature and State of Man (^), both on natural and political Accounts.",TRUE,divine_teleology,"Confident: duplicate of 4838, again grounding the claim in God’s care and wisdom."
Physico-Theology,William Derham,1713,A,divine_teleology,318,17,"[""animals""]","Of Animals Cloath'tng. 219

(among other Things,) as being most Hilutarv, and mod fuitable to his Affairs.",TRUE,junk,Unsure: this is a fragmentary OCR line with no clear explanatory content beyond a vague comparison to his affairs.
Physico-Theology,William Derham,1713,A,divine_teleology,318,59,[],"He can hereby keep himself fwcct and clean, fence off many Injuriesi but above all, by tliis Method oF Cloathing, with the natural Texture of his Skin adapted to it, it is that grand Means of Hcaltli, namely, infenjlble Perfftration [e) is pcrform'd, at lead greatly promoted, without which an human Body would be foon over- run with Difeafe.",TRUE,non_divine_teleology,"Confident: the body’s cloathing is said to serve health, cleanliness, and protection, and to promote insensible perspiration."
Physico-Theology,William Derham,1713,A,divine_teleology,319,86,"[""feathers""]","But for the poor fhifdefs Irrationals, it is a prodigious A^ of the great Creator's Indulgence, that they are all ready jfurnifhed with such Cloathing, as IS proper to their Place and business (/)» Some covered with Hair (^), some with Feathers

(/) Animant'tHm verb quanta varietas est? ^anta ad earn rstn v'fi, ut tn fuo qusque genere permaneant ? ffluarum alia cori'ti te^A [^nt, ali& vill'ti veftitA, alU [pints h'trjut& : plumd aiietf, altm fquama. videmui obdndien, altM ejfe cornibm armatccff aliiti habere ejfugta pennarum.",TRUE,divine_teleology,Confident: it explicitly calls animal cloathing a 'prodigious Act of the great Creator's Indulgence' and ties it to their proper place and business.
Physico-Theology,William Derham,1713,A,divine_teleology,320,94,"[""animals"", ""cats"", ""mice"", ""rats""]","And then he defcribes the Hedgehogs Spines, in which those Tubes manifeftly appear ; together, with medullary Valves and Cells ; not inelegant, which he hath figur'd iii Tak i6. at the End of his Works. That which this fagacious, and not enough to be comr mended Obferver, took notice of in the Structure of Hair, and its Parity to the Spines; I have my self obferv'd in some measure to be true, in the Hair of Cats, Rats, Mice, and divers other Animals; which look very prettily when view'd with a good Microfcope.",TRUE,internal_essence,"Confident: it discusses the microscopic structure of hair and spines, including tubes, medullary valves, and cells."
Physico-Theology,William Derham,1713,A,divine_teleology,320,39,"[""animals"", ""creature"", ""scales"", ""shells""]","Of Animals Qloathing. iii

thcrs {h)^ some with Scales, some with Shells (/), fomc only Skin, and some with firm and llout Armature; all nicely accommodated to the Element in which the Creature liveth, and its occalions there {k).",TRUE,non_divine_teleology,Confident: the different coverings are defined by their accommodation to the animal's element and needs.
Physico-Theology,William Derham,1713,A,divine_teleology,321,35,"[""creature"", ""scales"", ""shells""]","thcrs {h)^ some with Scales, some with Shells (/), fomc only Skin, and some with firm and llout Armature; all nicely accommodated to the Element in which the Creature liveth, and its occalions there {k).",TRUE,junk,Confident: this is just a repeated fragment listing coverings with no complete explanatory claim.
Physico-Theology,William Derham,1713,A,divine_teleology,321,75,"[""animals"", ""birds"", ""feathers"", ""quadrupeds""]","And as Hair to Quadrupeds j so Feathers arc as commodious a Drcls to such as fly in the Air, to Birds, and some Infeftsj not only a good Guard againll Wet and Cold, and a comfortable Covcrof the Hair; and I imagine, fcrve to the gentle Evacuation oi:' some Humour out ot the Body; perhaps the Hair fcrves as well for the infenfible Perj'piration of hairy Animals, as to fence againll Cold and Wet.",TRUE,non_divine_teleology,Confident: feathers and hair are described by what they do—guard against wet and cold and aid perspiration.
Physico-Theology,William Derham,1713,A,divine_teleology,321,114,"[""animals"", ""tail""]","Note (c).

(t) It is a Sign some wife Artift was a Contriver of the Cioathing of Animals ; not only as their Cloathing varies, as their Way of Living doth ; but alfo bccaufe every Part of their Bodies is furnifli'd with proper fuitable Cloathing. Thus divers Animals, that have their Bodies covcr'd for the moll Part with fliort, fmooth Hair; have fomc Parts left naked, where Hair would be an Annoyance: And fomc Parts befct with long Hair; as the Mane and Tail; And some with ftifF, strong Briftles ; as about the nose : And fometimes within the Nblirils; tx) guard off, or g'vc warning of AuDoyances.

izz Of Animals Cloath'mg.",TRUE,divine_teleology,"Confident: it says 'some wise Artift' contrived animal clothing, presenting it as designed for each body's needs."
Physico-Theology,William Derham,1713,A,divine_teleology,322,202,"[""feather"", ""feathers"", ""tail"", ""wings""]","By which curious Contrivances, even the very heaviell Parts made for Strength, are fofar from being a Load to the Body, that they rather afiill in making it light and buoyant, and capacitate it for Flight. But for the Vanes, the lighteft part of the Feather, how curiously are they wrought v.'ith capillary Filaments, neatly interwoven together (?;?), whereby they are not only light, but alio fufiiciently close and flrong, to keep the Body warm, and guard it againil the Injuries of Weather, and withal, to irapower the Wings, like so many Sails, to make strong Impulfes upon the Air in their Flight («). Thus curious, thus artifi-

(/} The Feathers being placed from the Head towards the Tail, in close and neat Order, and withal preened and dreffed by the Contents of the Oil-Bag, afford as eafie a PaflTage through the Air, as a Boat new cleaned and drefTed finds in its passage through the Waters. Whereas, were the Feathers placed the contrary, or any other way (as they would have been, had they been placed by Chance, or without Art) they ■would then have gathered Air, and been a great Encumbrance to the PafTagc of the Body through the Air.",TRUE,non_divine_teleology,"Confident: feathers are explained by their functions in warmth, protection, and enabling flight."
Physico-Theology,William Derham,1713,A,divine_teleology,322,31,[],"Note (e). there is a particular Account of the mechanism of their Vanes, from ioiTie nice Microfcopical Obfcrvaticns, and therefore I (ball take no farther Nonce of it here.

(k) Vid.",TRUE,junk,Confident: this is a note about a mechanism reference and adds no substantive definition itself.
Physico-Theology,William Derham,1713,A,divine_teleology,323,367,"[""animals"", ""birds"", ""creatures"", ""feathers"", ""reptile"", ""reptiles"", ""scales"", ""shells""]","Of Animals CJoathhig, nj

cial, thus commodious is the Cloathing of Beads and Birds: Conccrninq which, more in proper Place. And no Icfs might I flicw that of Reptiles and Fiflics {p) to be, if it was convenient to enlarge upon this Branch of the Creator's Works. How well adapted are the Annuli of some Reptiles, and the Contortions o'i the Skin of others, not only to fence the Body fufHciently againrt outward Injuries j but to enable them to creep, to perforate the Earth f/>), and in a word, to perform all the Oflices of their Reptile State, much better than any other Tegument of the Body would do ? And the same might he said of the Covering of the Inhabitants of the Waters, particularly the Shells of some, which arc a strong Guard to the tender Body that is within, and confiHent enough with their flower Motion j and the Scales and Skins of others, affording them an eafie and fwift Paflage through the Waters. But

{o) See ^ook IX.

(p) For a Sample of this Branch of my Survey , let us chule the Tegument of Earth-lVortns,, which we (hall find compleatiy adapted to their Way of Life and Motion, being made in the mod compleat Mann^ir pollililc for tercbraiing the Eaith, and creepmg where their Occalions lead them. For their Body is made throughout of small Rings, and ihcle Kings have a curious yt^paratus of muscles, enabling thui'e Creatures with great Strength to dilate, extend, or contract their Annuity and whole Body ; those jinnuit alio are each of them armed with Imall, flift', fiiarp heatds, or Prickles ^ which they can open, to lay hold on, or fliut up close to their Body : And lalUy, Under the Skin there lies a Jliviy J/uce, that they emit, as Occafion is , at certain Pcrturations between the jinnuit^ to lubricate the Body, and facilitate their Pallage into the Earth. By all which Means they are enabled with great Speed, Hafe, and Safety, to iluuft and wedge ihemfelves into .the Earth; which they could not do, had their Bodies been covered with Hair, Feathers, Scales, or such like Cloathing of the other Creatures.",TRUE,non_divine_teleology,"Confident: it explains animal coverings by the functions they serve, like protecting bodies and enabling crawling or swift passage through water."
Physico-Theology,William Derham,1713,A,divine_teleology,324,132,"[""animals"", ""birds""]","Even the Cloathing of the most fordid Animals, those that are the lead: beautified with Colours, or rather whose Cloathing may regrate the Eye (r) j yet when we come llri»3:ly to view them, and ferioufly consider the nice mechanism of one Part, the admirable Texture of another, and the exad Symmetry of the Whole ; we difcern such Strokes of inimitable Skill, such incomparable Curiofity, that we may say with Solomon^ Eccl. iii. 1 1. [God] hath made every 'Thing beautiful in his Time. But for a farther Demonftration, of the fupercminent Dexterity of his almighty Hand, he hath been pleas'd, as it were on purpose, to give furprizing Beauties to divers Kinds of Animals. Wha& radiant Colours are many of them, particularly some Birds and Infc6ts (/), bedeck'd with !",TRUE,divine_teleology,"Confident: the passage says God has 'made every Thing beautiful' and gave animals beauties 'on purpose,' framing traits as divine design."
Physico-Theology,William Derham,1713,A,divine_teleology,324,96,"[""scales"", ""shells"", ""viper""]","I 3. c. iz. names several Rivers, that by being drank of, change the Colour of the Hair.

(r) For an Example; Let us taice the Cloathing of the Tortolfe and Viper; because, by an incurious View, it rather regrateth, than pleafeth the Eye : But yet, by an accurate Survey, we fiad the Shells of the Former, and the Scales of the Latter, to be a curious Piece of mechanism, neatly made; and so compleatly, and well put, and tack'd together, as to exceed any human Compofures: Of the Latter see more in Book IX.",TRUE,internal_essence,"Confident: it describes shells and scales as a 'curious Piece of mechanism' and 'well put and tack'd together,' focusing on structure."
Physico-Theology,William Derham,1713,A,divine_teleology,324,33,"[""birds""]","Note (c).

(y"") It would be cndlefs to enter into the Particulars of the beautiful Birds and Infers of our European Parts; but especially those inhabiting the Countries between the Tropicks,

which

Chap.",TRUE,junk,"Confident: this is just a note about where the discussion will go next, with no substantive claim about animals."
Physico-Theology,William Derham,1713,A,divine_teleology,325,289,"[""animal"", ""animals"", ""bird"", ""birds""]","Of Animals Cloatlj'ing. iiC

a prodigious Combinarion is Lhcrc often of thcfc, yea, how nice an Air frequently of meaner Colours (/), as to captivate the Eye of all Beholders, and exceed the Dexterity of the moll exquifitc Pencil to copy ? And now, when we thus find a whole World of Animals, cloiithed in the wilcll Manner, the molt luitable to the hllement in which they live , the Place in which they relide, and their State and Occafions there j when those that are able to fliift for themselves, are left to their own I^ifcrction and Diligence, but the Helplefs well accoutcr'd and provided forj when such incomparable Strokes of Art and Workmanfliip appear in all, and such inimitable Glories and Beauties in the Cloathing of others j who can, without the greatcll Obltinacy and Prejudice, deny this to be QO D\ Handy-work ? The gaudy, or even the meaneil; Apparel which Man providcth for himself, we readily enough own to be the Contrivance, the Work of Man: And shall \vc deny the Cloathing of all the Animal World bcfides (which infinitely furpafleth all the Robes of earthly Majelly, shall we, dare we, deny that) to be the Work of any Thing Ids than of an infinite, intelligent Being, whose Art and Power are equal to such glorious Work !

which are observed as much to exceed our Birds in their Colours, as ours do theirs in their Singing.

{t) The Wr-jntck, at a distance, is a Bird of mean Colour; neither are indeed its Colours radiant, or beautiful, iingly considered: But when it is in the Hand we see its light and darker Colours so curioully mixed together, as to give the Bird a furprt/.ing Beauty.",TRUE,divine_teleology,"Confident: it repeatedly asks who but 'QO D\ Handy-work' could have made animals suited to their element, explicitly attributing purpose to God."
Physico-Theology,William Derham,1713,A,divine_teleology,326,110,"[""animals""]","Of the houses and Habitation of Animals. HAving in the last Chapter, as briefly as well I could, furvcyed the Cloathing of Animals, I shall in this take a View of x.hc\x houses ^ Nefts , their Cells and Habitations \ another Thing no less necessary to their Well-being than the last; and in which the Great Creator hath likewife fignalized his Care and Skill, by giving Animals an architec-: tonick Faculty, to build themselves convenient Pla-r CCS of Retirement, in which to repofe and fecure themselves, and to nurse up their Young. And here, as before, we may consider the cafe of Man, and that of the irrational Animals.",TRUE,divine_teleology,Confident: animal houses are said to be provided through 'the Great Creator' who gave them an 'architectonick Faculty' to build and rear young.
Physico-Theology,William Derham,1713,A,divine_teleology,326,83,"[""animals""]","Of Animals Habitations. 217

great Varieties of Trees {a)^ Earth, Stones and Plants, anfwcring every Occafion and Purpole of Man for this Ufc, in all Ages and Places all the World over, is a great A6t ot the Crcatoi's Goodncfsj as manifcding, that since he has left Man to fliift for himfclf, it Ihould not be without fiifTicicnt Help to enable him to do so, if he would but make ufe of them, and the Scnfe and reason which God hath given him.",TRUE,divine_teleology,"Confident: it calls the provision of materials for human habitation 'a great Act of the Creator's Goodness,' directly invoking divine purpose."
Physico-Theology,William Derham,1713,A,divine_teleology,327,137,"[""animals"", ""creatures"", ""species""]","Thus futlicient Provifion is made for the Habitation of j^lan.

hw'X no Icfs iTiall we find is made for the rest of the Creatures) who although they want the Power of reason to vary their Methods, and cannot add to, or diminifli from, or any way make Improvements upon their natural Way j yet we find that natural Inftin<Sl, which the Creator's infinite Underitanding hath imprinted in them, to be abundantly fufficicnt, nay, in all Probability, the very best or only Method they can take, or that can be invented for the refpeflivc Ufc and purpose of each peculiar Species of Animals {h). If some Creatures make their Nells in houses, some in Trees,

(4) ""Dant utile lignum

Navi^iis Pinos, domihus Cedrofqitc, CiipreJJhfque : time radios trivere Rotis, hinc tympana plaujiris AgricoU, cr pandas ratiius pofuere carinas.",TRUE,divine_teleology,Confident: it says the Creator imprinted instinct in creatures as the best method for each species' use and purpose.
Physico-Theology,William Derham,1713,A,divine_teleology,327,34,"[""ant"", ""apes""]","Nee Tilu leves, ant torno rafile Buxutn, Hon formam accibiunt, /eiroque cavantur acuta : Necnon cr torrentum undam levis innatat Alnus MtfJ'a Pado : necnon cr apes examiyja' condunt Corticibufque eavis, -vitioftque llicis alveo.",TRUE,junk,Confident: this is a Latin quotation with no explanatory prose of its own beyond the surrounding topic.
Physico-Theology,William Derham,1713,A,divine_teleology,327,59,"[""animals"", ""creatures""]","Q_ z feme

21 8 Of Animals Hah it at ions . Book IV.

some in Shaubs, some in the Earth [c] ^ some in Stone, some in the Waters, some here, and some there, or have none at all j yet we find, that that Place, that Method of Nidification doth abundantly anfvver the Creatures Ufe and Occafions.",TRUE,non_divine_teleology,"Confident: it states that each place and method of nesting 'doth abundantly answer the Creatures Ufe and Occafions,' defining behavior by function."
Physico-Theology,William Derham,1713,A,divine_teleology,327,36,"[""species""]","We are lb far from ditcovering any Inconvenience in any of their rcfpe^tive Ways, from perceiving any Lofs befal the Species, any decay, any perifhing of their Young j that in all Probability , on the",TRUE,junk,Confident: fragmentary OCR text with no complete explanatory claim about animals.
Physico-Theology,William Derham,1713,A,divine_teleology,328,45,"[""creatures""]","some in Shaubs, some in the Earth [c] ^ some in Stone, some in the Waters, some here, and some there, or have none at all j yet we find, that that Place, that Method of Nidification doth abundantly anfvver the Creatures Ufe and Occafions.",TRUE,non_divine_teleology,"Confident: says each nesting place and method 'abundantly answer[s] the Creatures Ufe and Occafions,' defining it by function."
Physico-Theology,William Derham,1713,A,divine_teleology,328,273,"[""egg"", ""eggs"", ""species"", ""spiders"", ""tail""]","We are lb far from ditcovering any Inconvenience in any of their rcfpe^tive Ways, from perceiving any Lofs befal the Species, any decay, any perifhing of their Young j that in all Probability , on the

(c) Many of the Vefp/t-Ichneumonss are remarkable enough for rheir Nidification and Frovilion tor their Young. those thac build in harth (who commonly have golden and black Rings round their Alvij having lined the little Cells, they have perforated, lay therein their Eggs, and then carry into them Maggots troni the Leaves of Trees, and feal them up close and neatly. And another Ichneumon, more of the Vefpa than Mujca- Ichneumon Kind (having a little Sting in its Tail, of a black Colour) gave me the pleasure, one Summer, of feeing it build its Nelt in a little Hole in my Study-Window. This Cell was coated about with an odoriferous, refinous Gum, collected, I suppose, from some Fir-Trees near; after which it laid two Eggs (1 think the Number was) and then carried in divers Maggots, some bigger than it self. these it very fagacioufly fealed close up into the Nell, leaving them there doubtlefs, partly toaffift the Incubation ; andefpecially for Food to the future Young when hatched. Of this Artifice of these Ichneumons, Arijiotle himself takes Notice, (but 1 believe he was scarce aware of the Egg's fealed up with the Spiders). 'o< 5 £ip^«? l;i;vcjC/Vov6; xstXiifi^oi, Sec. As to the Vefpcie, called Ichneumones, ( less than others) the"") kill Spiders, and carry them into their Holes, and having fealed them ftp with Dirt, they therein hatch, and produce those of the same Kind. hist.",TRUE,non_divine_teleology,"Confident: describes ichneumons' nesting and provisioning as an 'Artifice' for incubation and food for the young, a functional account."
Physico-Theology,William Derham,1713,A,divine_teleology,329,68,"[""egg"", ""spiders""]","Of this Artifice of these Ichneumons, Arijiotle himself takes Notice, (but 1 believe he was scarce aware of the Egg's fealed up with the Spiders). 'o< 5 £ip^«? l;i;vcjC/Vov6; xstXiifi^oi, Sec. As to the Vefpcie, called Ichneumones, ( less than others) the"") kill Spiders, and carry them into their Holes, and having fealed them ftp with Dirt, they therein hatch, and produce those of the same Kind. hist.",TRUE,non_divine_teleology,"Confident: explains ichneumons kill spiders, seal them in holes, and hatch there, directly as a reproductive strategy."
Physico-Theology,William Derham,1713,A,divine_teleology,329,204,"[""animals"", ""birds"", ""creatures""]","Of Animals Habitations. 129

contrary, in that particular Way they better thrive, arc more iecurc, and better able toVhif't for, and hcIpthemrcU'cs. IT, Tor Inllancc, Tome Hcalts make to thcmrclves no Habitation, but lie abroad in the open Air, and there produce their ^'oung j in this Ciife we find there is no need it ihould be mhcrwifc, by Realbn they are either taken care of by Man(</), or in no Danger, as other Creatures, from Abroad. If others repolite their Young in Holes {e) and Dens, and iecqre thcmlclvc^ alio therein, it is, becaufc such Guard, luch Security is wanting, their Lives being fought either by the Hollility of Man, or to fatisfie the Appetite of ra* pacious Creatures (/). If among Birds, some build their Neits close, fonic open, some with this, some wiih another Material, some in houses, lome in Trees, some on the Ground (^), some on Rocks gnd Crags on high (of which God himlcl^ hath

given

\(i) Tully having spoken of the Care of some Animals towards their Young, by wliich tliey are nurfed and brought up, faith, Accedit e(iam ad nonnulloruvi anitnuniiutn, o~ carum rtrum qntis terra gi^nit, conjtrvatlonetn, CT"" Jaluiem, hc-r minum etiam foUrtia ijr ddigentia.",TRUE,non_divine_teleology,Confident: argues different animal habitations exist because they are what is needed for security and caring for young.
Physico-Theology,William Derham,1713,A,divine_teleology,331,119,"[""animal"", ""animals"", ""eagle"", ""eggs"", ""reptile""]","13 o Of Animals Habit at'tons. Book IV.

given an instance in tlie Eagle ^ Job xxxix. 27, 28.) And so among the Infeft and Reptile Kinds, if some repofite their Eggs or Young in the Earth, some in Wood, some in Stone, some on one Kind of Plant, some on another, some in warm and dry Places, some in the Water and moill: Places, and some in their own Bodies only, asfliall be shewn in proper Place 3 in all these Cafes it is in all Probability, the best or only Method the Animal can take for the Hatching and Pioduftion of its Young, for their Supplies, Safety, or some other main Pomt of their Being or Well-being.",TRUE,non_divine_teleology,"Confident: states these nesting and egg-laying methods are 'the best or only Method' for hatching, feeding, and the animal's well-being."
Physico-Theology,William Derham,1713,A,divine_teleology,331,77,"[""animals"", ""eggs""]","It is manifeiV that such Animals, for instance, as breed in the Waters (as not only Fifh, but divers Infers, and other Land- Animals do) that their Young cannot be hatched, fed, or nurfed up in any other Element. It is manifest alfo, that lnfe6ls, which lay their Eggs on this, and that, and the other agreeable Tree, or Plant, or in Flefli, l^c. that it is by that Means their Young are fed and nurfed up.",TRUE,non_divine_teleology,Confident: explicitly says animals breed in certain elements or on certain plants because that means their young are fed and nursed.
Physico-Theology,William Derham,1713,A,divine_teleology,331,62,"[""animal"", ""animals"", ""species""]","And so in all other the like Cafes of Nidification, of Heat or Cold, We: or Dry, Expofed or Open, in all Probability this is the best Method for the Animal's Good, most falutary and agreeable to its Nature, most for its Fecundity, and the Continuance and Increafe of its Species; to which every Species of Animals is naturally prompt and inclined.",TRUE,non_divine_teleology,"Confident: says these methods are 'best for the Animal's Good' and for species continuance, a clear purposive explanation."
Physico-Theology,William Derham,1713,A,divine_teleology,332,19,"[""animals""]","Of Anmals Habitat lOits. 131

flindt (^) of the irrational Animals in the Convenience and Method of their Habitations.",TRUE,junk,"Confident: only a section heading about animal habitations, with no explanatory content."
Physico-Theology,William Derham,1713,A,divine_teleology,332,106,"[""creatures"", ""feather""]","For with what inimitable Arc (/) do chcfe poor untaught Creatures lay a parcel of rude and ugly Sticks and Straws, Mo!s and Dirt together, and form them into commodious Nells ? With what Curiolity do they line them within,, wind and place every Hair, Feather, or Lock of Wool, to guard the tender* Bodies of themselves and their Young , and to keep them warm .'* And with what Art and Craft do many of them thatch over, and coat their Ncfls without, to dodge and deceive the Eye of Spectators, as well as to guard and fence againlt the Injuries of Weather {k) ?",TRUE,non_divine_teleology,"Confident: describes birds' nest-building, lining, and thatching as serving warmth, protection, and concealment from weather and observers."
Physico-Theology,William Derham,1713,A,divine_teleology,332,79,"[""animals"", ""birds"", ""creatures"", ""spiders""]","Had he told us what the Plant was, we might hav<; given better Credit to this Story.

it) Of the Subtiity of Birds in Nidification, see Pim. .\'.tt. Hi ft. /.TO. c. 33.

(/.') Among many instances that might be given of this Subtiity of birds, and other Creatures, that of the b::^ faded Titmonfe deferves'observation, who with great Art build? her Nell with MolTcs, Hair, and the Webs of Spiders, call

Q 4 om

^32^ Of Animals Habitations.",TRUE,junk,"Confident: this is just a fragment about a bird's nest-building, with no general definition of animals or parts."
Physico-Theology,William Derham,1713,A,divine_teleology,333,105,"[""animals"", ""bee"", ""birds"", ""creatures""]","^32^ Of Animals Habitations. Book IV.

some foreign Birds (/). not only plat and weave the fibrous Parts of Vegetables together, and cqrioufly tunnel them,and commodiouOy form them intoNefts, butalfo artificially fufpend them on the tender Twigs of Trees, to keep them out pf the reach of rapacious Animals ? And so for InfeUs^ thpfe little, weak, those tender Creatures > yet, what admirable Artills are they in this business of Nidification ! With what great Diligence doth the little Bee gather its Combs from various Trees {m) and Flowers, the Wafp^

out from them when they take their Flight see Book VIII. chap. 4.",TRUE,non_divine_teleology,"Confident: birds and insects are described by what they do in nidification, i.e. building and suspending nests for protection."
Physico-Theology,William Derham,1713,A,divine_teleology,333,109,"[""bird"", ""feathers"", ""tail""]","Having neatly built, and covered her Nell wich these Materials without; (he thatcheth it on the top with the Mufcus arboreus ramofm , or such like broad , whitidi Mofs, to keep out Rain, and to dodge the Speftator's Eye; and withiri fine lineth it with a great Numbex of soft Feathers ; so many, that I cont'cfs I could not but admire how so small a Room could hold them, especially that they could be laid so close and handfomely together, to aftord i'ufficient Room for a Bird with so long a Tail, and so numerous an IfTue as this Bird commonly hath, which Mr. Ray faith (Synopf.",TRUE,junk,Confident: purely descriptive nesting details with no explanatory claim about what the animal is.
Physico-Theology,William Derham,1713,A,divine_teleology,333,54,"[""apes"", ""bird"", ""eggs""]","Repofitory, and in the noble and well-furniftied Mufeum of my often-commended Friend Sir Hans Sloanei and at the same Time I could not but admire at thq neat mechanism of them, and the Sagacity of the Bird, in Jianging them on the Twigs of Trees, to feci^re their Eggs and Young from the Apes.",TRUE,non_divine_teleology,"Confident: the bird's hanging nests are explained as securing eggs and young from apes, a functional purpose."
